key,format,sourcePath,defaultScale,semanticRole,objectKind,description,size.sourceSize,size.authoredDefaultSize,size.renderedDefaultSize,colors.materialColors,colors.prominentRenderedColors,animations,warnings
townsperson_smuggler,gltf,gltf/characters/player_body_variants/harthmere_player_slim_ash.gltf,0.88,actor,food_or_tabletop,"townsperson smuggler (food_or_tabletop); 0.8224m x 2.5122m x 0.3562m. Dominant colors: white/light, mixed.","{""x"":0.9345,""y"":2.8548,""z"":0.4048}","{""x"":0.8224,""y"":2.5122,""z"":0.3562}","{""x"":0.8224,""y"":2.5122,""z"":0.3562}","[{""name"":""outfit_ash"",""hex"":""#86898b""},{""name"":""skin_warm_default"",""hex"":""#dfc5aa""},{""name"":""hair_dark_voxel"",""hex"":""#61503f""},{""name"":""eye_black"",""hex"":""#38383f""},{""name"":""skin_shadow_default"",""hex"":""#bc9e81""}]","[{""hex"":""#e0ffff"",""pixels"":2671},{""hex"":""#ffffff"",""pixels"":1713},{""hex"":""#e0e0e0"",""pixels"":1016},{""hex"":""#ffffe0"",""pixels"":241},{""hex"":""#e0e0ff"",""pixels"":156},{""hex"":""#c0a0a0"",""pixels"":50},{""hex"":""#c0a080"",""pixels"":32},{""hex"":""#a08080"",""pixels"":15}]","[{""name"":""Idle"",""duration"":1},{""name"":""Walk"",""duration"":1},{""name"":""Walking"",""duration"":1},{""name"":""Run"",""duration"":0.6},{""name"":""Running"",""duration"":0.6},{""name"":""RunningBackward"",""duration"":0.6},{""name"":""StrafeLeftWalking"",""duration"":1},{""name"":""StrafeRightWalking"",""duration"":1},{""name"":""StrafeLeftRunning"",""duration"":1},{""name"":""StrafeRightRunning"",""duration"":1},{""name"":""SidestepLeft"",""duration"":1},{""name"":""SidestepRight"",""duration"":1},{""name"":""Sidestep"",""duration"":1},{""name"":""CrouchIdle"",""duration"":1},{""name"":""CrouchWalking"",""duration"":1},{""name"":""Attack"",""duration"":1}]",[]
townsperson_undead,gltf,gltf/characters/player_body_variants/harthmere_player_soft_ash.gltf,0.88,actor,actor,"townsperson undead (actor); 1.0266m x 2.4357m x 0.4103m. Dominant colors: white/light, mixed.","{""x"":1.1666,""y"":2.7678,""z"":0.4663}","{""x"":1.0266,""y"":2.4357,""z"":0.4103}","{""x"":1.0266,""y"":2.4357,""z"":0.4103}","[{""name"":""outfit_ash"",""hex"":""#86898b""},{""name"":""skin_warm_default"",""hex"":""#dfc5aa""},{""name"":""hair_dark_voxel"",""hex"":""#61503f""},{""name"":""eye_black"",""hex"":""#38383f""},{""name"":""skin_shadow_default"",""hex"":""#bc9e81""}]","[{""hex"":""#e0ffff"",""pixels"":3647},{""hex"":""#ffffff"",""pixels"":2490},{""hex"":""#e0e0e0"",""pixels"":1340},{""hex"":""#ffffe0"",""pixels"":368},{""hex"":""#c0a0a0"",""pixels"":91},{""hex"":""#c0a080"",""pixels"":54},{""hex"":""#a08080"",""pixels"":22},{""hex"":""#e0c0c0"",""pixels"":9}]","[{""name"":""Idle"",""duration"":1},{""name"":""Walk"",""duration"":1},{""name"":""Walking"",""duration"":1},{""name"":""Run"",""duration"":0.6},{""name"":""Running"",""duration"":0.6},{""name"":""RunningBackward"",""duration"":0.6},{""name"":""StrafeLeftWalking"",""duration"":1},{""name"":""StrafeRightWalking"",""duration"":1},{""name"":""StrafeLeftRunning"",""duration"":1},{""name"":""StrafeRightRunning"",""duration"":1},{""name"":""SidestepLeft"",""duration"":1},{""name"":""SidestepRight"",""duration"":1},{""name"":""Sidestep"",""duration"":1},{""name"":""CrouchIdle"",""duration"":1},{""name"":""CrouchWalking"",""duration"":1},{""name"":""Attack"",""duration"":1}]",[]
townsperson_charcoal,gltf,gltf/characters/player_body_variants/harthmere_player_stocky_earth.gltf,0.9,actor,actor,"townsperson charcoal (actor); 1.1225m x 2.401m x 0.445m. Dominant colors: mixed, white/light.","{""x"":1.2472,""y"":2.6678,""z"":0.4944}","{""x"":1.1225,""y"":2.401,""z"":0.445}","{""x"":1.1225,""y"":2.4011,""z"":0.4449}","[{""name"":""outfit_earth"",""hex"":""#a88e6c""},{""name"":""skin_warm_default"",""hex"":""#dfc5aa""},{""name"":""hair_dark_voxel"",""hex"":""#61503f""},{""name"":""eye_black"",""hex"":""#38383f""},{""name"":""skin_shadow_default"",""hex"":""#bc9e81""}]","[{""hex"":""#ffffc0"",""pixels"":5462},{""hex"":""#ffffff"",""pixels"":1995},{""hex"":""#ffffe0"",""pixels"":1250},{""hex"":""#c0a0a0"",""pixels"":115},{""hex"":""#ffe0e0"",""pixels"":91},{""hex"":""#c0a080"",""pixels"":52},{""hex"":""#a08080"",""pixels"":30},{""hex"":""#e0e0e0"",""pixels"":12}]","[{""name"":""Idle"",""duration"":1},{""name"":""Walk"",""duration"":1},{""name"":""Walking"",""duration"":1},{""name"":""Run"",""duration"":0.6},{""name"":""Running"",""duration"":0.6},{""name"":""RunningBackward"",""duration"":0.6},{""name"":""StrafeLeftWalking"",""duration"":1},{""name"":""StrafeRightWalking"",""duration"":1},{""name"":""StrafeLeftRunning"",""duration"":1},{""name"":""StrafeRightRunning"",""duration"":1},{""name"":""SidestepLeft"",""duration"":1},{""name"":""SidestepRight"",""duration"":1},{""name"":""Sidestep"",""duration"":1},{""name"":""CrouchIdle"",""duration"":1},{""name"":""CrouchWalking"",""duration"":1},{""name"":""Attack"",""duration"":1}]",[]
townsperson_market,gltf,gltf/characters/player_body_variants/harthmere_player_average_ember.gltf,0.9,actor,actor,"townsperson market (actor); 0.9949m x 2.5212m x 0.3974m. Dominant colors: mixed, white/light.","{""x"":1.1054,""y"":2.8013,""z"":0.4416}","{""x"":0.9949,""y"":2.5212,""z"":0.3974}","{""x"":0.9949,""y"":2.5212,""z"":0.3974}","[{""name"":""outfit_ember"",""hex"":""#ce815d""},{""name"":""skin_warm_default"",""hex"":""#dfc5aa""},{""name"":""hair_dark_voxel"",""hex"":""#61503f""},{""name"":""eye_black"",""hex"":""#38383f""},{""name"":""skin_shadow_default"",""hex"":""#bc9e81""}]","[{""hex"":""#ffe0a0"",""pixels"":4629},{""hex"":""#ffffff"",""pixels"":1593},{""hex"":""#ffffc0"",""pixels"":424},{""hex"":""#ffffe0"",""pixels"":364},{""hex"":""#ffe0c0"",""pixels"":248},{""hex"":""#c0a0a0"",""pixels"":72},{""hex"":""#c0a080"",""pixels"":46},{""hex"":""#a08080"",""pixels"":20}]","[{""name"":""Idle"",""duration"":1},{""name"":""Walk"",""duration"":1},{""name"":""Walking"",""duration"":1},{""name"":""Run"",""duration"":0.6},{""name"":""Running"",""duration"":0.6},{""name"":""RunningBackward"",""duration"":0.6},{""name"":""StrafeLeftWalking"",""duration"":1},{""name"":""StrafeRightWalking"",""duration"":1},{""name"":""StrafeLeftRunning"",""duration"":1},{""name"":""StrafeRightRunning"",""duration"":1},{""name"":""SidestepLeft"",""duration"":1},{""name"":""SidestepRight"",""duration"":1},{""name"":""Sidestep"",""duration"":1},{""name"":""CrouchIdle"",""duration"":1},{""name"":""CrouchWalking"",""duration"":1},{""name"":""Attack"",""duration"":1}]",[]
arch_wall_stone,gltf,glb/buildings/fantasy_town/wall-block.glb,1,solid_resource,wall_or_display_decor,"arch wall stone (wall_or_display_decor); 1m x 1m x 1m. Dominant colors: white/light, mixed.","{""x"":1,""y"":1,""z"":1}","{""x"":1,""y"":1,""z"":1}","{""x"":1,""y"":1,""z"":1}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":42765},{""hex"":""#ffe0a0"",""pixels"":5618},{""hex"":""#ffe0c0"",""pixels"":3124},{""hex"":""#ffffc0"",""pixels"":302},{""hex"":""#ffffe0"",""pixels"":228},{""hex"":""#ffe0e0"",""pixels"":139},{""hex"":""#e0ffff"",""pixels"":22}]",[],[]
arch_wall_window_stone,gltf,glb/buildings/fantasy_town/wall-window-stone.glb,1,solid_resource,wall_or_display_decor,"arch wall window stone (wall_or_display_decor); 0.15m x 1m x 1m. Dominant colors: white/light, mixed, blue.","{""x"":0.15,""y"":1,""z"":1}","{""x"":0.15,""y"":1,""z"":1}","{""x"":0.15,""y"":1,""z"":1}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":11554},{""hex"":""#ffe0a0"",""pixels"":4420},{""hex"":""#ffe0c0"",""pixels"":1900},{""hex"":""#c0c0e0"",""pixels"":1072},{""hex"":""#a0c0e0"",""pixels"":1033},{""hex"":""#c0c0ff"",""pixels"":476},{""hex"":""#c0e0ff"",""pixels"":281},{""hex"":""#ffffc0"",""pixels"":272}]",[],[]
arch_wall_door,gltf,glb/buildings/fantasy_town/wall-door.glb,1,architecture_block,wall_or_display_decor,"arch wall door (wall_or_display_decor); 0.1m x 1m x 1m. Dominant colors: mixed, white/light, orange/gold.","{""x"":0.1,""y"":1,""z"":1}","{""x"":0.1,""y"":1,""z"":1}","{""x"":0.1,""y"":1,""z"":1}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffe0a0"",""pixels"":8536},{""hex"":""#ffffff"",""pixels"":6012},{""hex"":""#ffe0c0"",""pixels"":4270},{""hex"":""#ffa080"",""pixels"":857},{""hex"":""#ffffc0"",""pixels"":557},{""hex"":""#ffe0e0"",""pixels"":269},{""hex"":""#e08060"",""pixels"":258},{""hex"":""#e0a080"",""pixels"":229}]",[],[]
arch_wall_window_glass,gltf,glb/buildings/fantasy_town/wall-window-glass.glb,1,architecture_block,wall_or_display_decor,"arch wall window glass (wall_or_display_decor); 0.1m x 1m x 1m. Dominant colors: white/light, mixed.","{""x"":0.1,""y"":1,""z"":1}","{""x"":0.1,""y"":1,""z"":1}","{""x"":0.1,""y"":1,""z"":1}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":10167},{""hex"":""#ffe0a0"",""pixels"":7116},{""hex"":""#ffe0c0"",""pixels"":2846},{""hex"":""#ffffc0"",""pixels"":705},{""hex"":""#ffe0e0"",""pixels"":358},{""hex"":""#ffffe0"",""pixels"":200},{""hex"":""#ffc0a0"",""pixels"":49},{""hex"":""#e0ffff"",""pixels"":45}]",[],[]
arch_wall_window_round,gltf,glb/buildings/fantasy_town/wall-window-round.glb,1,architecture_block,wall_or_display_decor,"arch wall window round (wall_or_display_decor); 0.1m x 1m x 1m. Dominant colors: white/light, mixed.","{""x"":0.1,""y"":1,""z"":1}","{""x"":0.1,""y"":1,""z"":1}","{""x"":0.1,""y"":1,""z"":1}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":11330},{""hex"":""#ffe0a0"",""pixels"":7091},{""hex"":""#ffe0c0"",""pixels"":2356},{""hex"":""#ffffc0"",""pixels"":414},{""hex"":""#ffe0e0"",""pixels"":346},{""hex"":""#ffffe0"",""pixels"":53},{""hex"":""#e0ffff"",""pixels"":45},{""hex"":""#ffc0a0"",""pixels"":16}]",[],[]
arch_wall_doorway_round,gltf,glb/buildings/fantasy_town/wall-doorway-round.glb,1,architecture_block,wall_or_display_decor,"arch wall doorway round (wall_or_display_decor); 0.1m x 1m x 1m. Dominant colors: white/light, mixed, blue.","{""x"":0.1,""y"":1,""z"":1}","{""x"":0.1,""y"":1,""z"":1}","{""x"":0.1,""y"":1,""z"":1}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":6170},{""hex"":""#ffe0a0"",""pixels"":4420},{""hex"":""#c0c0e0"",""pixels"":3268},{""hex"":""#ffe0c0"",""pixels"":1900},{""hex"":""#c0c0ff"",""pixels"":694},{""hex"":""#c0e0ff"",""pixels"":633},{""hex"":""#ffffc0"",""pixels"":272},{""hex"":""#e0e0ff"",""pixels"":264}]",[],[]
arch_wall_corner,gltf,glb/buildings/fantasy_town/wall-corner.glb,1,architecture_block,wall_or_display_decor,"arch wall corner (wall_or_display_decor); 1m x 1m x 1m. Dominant colors: white/light, mixed.","{""x"":1,""y"":1,""z"":1}","{""x"":1,""y"":1,""z"":1}","{""x"":1,""y"":1,""z"":1}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":31485},{""hex"":""#ffe0a0"",""pixels"":5834},{""hex"":""#ffe0c0"",""pixels"":3222},{""hex"":""#ffffc0"",""pixels"":422},{""hex"":""#ffffe0"",""pixels"":41},{""hex"":""#e0ffff"",""pixels"":22},{""hex"":""#ffe0e0"",""pixels"":10}]",[],[]
arch_wall_broken,gltf,glb/buildings/fantasy_town/wall-broken.glb,1,architecture_block,wall_or_display_decor,"arch wall broken (wall_or_display_decor); 0.1168m x 1m x 1m. Dominant colors: white/light, mixed.","{""x"":0.1168,""y"":1,""z"":1}","{""x"":0.1168,""y"":1,""z"":1}","{""x"":0.1168,""y"":1,""z"":1}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":8304},{""hex"":""#ffe0a0"",""pixels"":2493},{""hex"":""#ffe0c0"",""pixels"":1454},{""hex"":""#ffffc0"",""pixels"":137},{""hex"":""#e0ffff"",""pixels"":97},{""hex"":""#e0e0ff"",""pixels"":54},{""hex"":""#c0e0ff"",""pixels"":28},{""hex"":""#ffffe0"",""pixels"":15}]",[],[]
arch_wall_wood,gltf,glb/buildings/fantasy_town/wall-wood-block.glb,1,architecture_block,wall_or_display_decor,"arch wall wood (wall_or_display_decor); 1m x 1m x 1m. Dominant colors: orange/gold, mixed.","{""x"":1,""y"":1,""z"":1}","{""x"":1,""y"":1,""z"":1}","{""x"":1,""y"":1,""z"":1}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffa080"",""pixels"":23368},{""hex"":""#ffc0a0"",""pixels"":12644},{""hex"":""#e0a080"",""pixels"":6732},{""hex"":""#ffe0a0"",""pixels"":5643},{""hex"":""#ffe0c0"",""pixels"":3242},{""hex"":""#ffffc0"",""pixels"":304},{""hex"":""#e08080"",""pixels"":112},{""hex"":""#ffc080"",""pixels"":112}]",[],[]
arch_wall_wood_window,gltf,glb/buildings/fantasy_town/wall-wood-window-shutters.glb,1,architecture_block,wall_or_display_decor,"arch wall wood window (wall_or_display_decor); 0.1m x 1m x 1m. Dominant colors: mixed, orange/gold.","{""x"":0.1,""y"":1,""z"":1}","{""x"":0.1,""y"":1,""z"":1}","{""x"":0.1,""y"":1,""z"":1}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffe0a0"",""pixels"":8271},{""hex"":""#ffa080"",""pixels"":4884},{""hex"":""#e0a080"",""pixels"":3564},{""hex"":""#ffe0c0"",""pixels"":2666},{""hex"":""#ffc0a0"",""pixels"":665},{""hex"":""#ffffc0"",""pixels"":595},{""hex"":""#ffe0e0"",""pixels"":336},{""hex"":""#ffc080"",""pixels"":117}]",[],[]
arch_wall_wood_door,gltf,glb/buildings/fantasy_town/wall-wood-door.glb,1,architecture_block,wall_or_display_decor,"arch wall wood door (wall_or_display_decor); 0.1m x 1m x 1m. Dominant colors: mixed, orange/gold.","{""x"":0.1,""y"":1,""z"":1}","{""x"":0.1,""y"":1,""z"":1}","{""x"":0.1,""y"":1,""z"":1}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffe0a0"",""pixels"":8928},{""hex"":""#ffa080"",""pixels"":4965},{""hex"":""#ffe0c0"",""pixels"":4071},{""hex"":""#e0a080"",""pixels"":1156},{""hex"":""#ffc0a0"",""pixels"":811},{""hex"":""#ffffc0"",""pixels"":614},{""hex"":""#ffe0e0"",""pixels"":258},{""hex"":""#e08060"",""pixels"":258}]",[],[]
arch_wall_wood_broken,gltf,glb/buildings/fantasy_town/wall-wood-broken.glb,1,architecture_block,wall_or_display_decor,"arch wall wood broken (wall_or_display_decor); 0.1129m x 1m x 1m. Dominant colors: orange/gold, mixed.","{""x"":0.1129,""y"":1,""z"":1}","{""x"":0.1129,""y"":1,""z"":1}","{""x"":0.1129,""y"":1,""z"":1}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#e0a080"",""pixels"":4409},{""hex"":""#ffa080"",""pixels"":3353},{""hex"":""#ffe0a0"",""pixels"":2552},{""hex"":""#ffe0c0"",""pixels"":1431},{""hex"":""#ffc0a0"",""pixels"":545},{""hex"":""#e08080"",""pixels"":211},{""hex"":""#ffffc0"",""pixels"":145},{""hex"":""#ffc0c0"",""pixels"":128}]",[],[]
arch_wall_wood_corner,gltf,glb/buildings/fantasy_town/wall-wood-corner.glb,1,architecture_block,wall_or_display_decor,"arch wall wood corner (wall_or_display_decor); 1m x 1m x 1m. Dominant colors: orange/gold, mixed.","{""x"":1,""y"":1,""z"":1}","{""x"":1,""y"":1,""z"":1}","{""x"":1,""y"":1,""z"":1}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffa080"",""pixels"":23367},{""hex"":""#e0a080"",""pixels"":6733},{""hex"":""#ffe0a0"",""pixels"":5843},{""hex"":""#ffe0c0"",""pixels"":3320},{""hex"":""#ffc0a0"",""pixels"":1095},{""hex"":""#ffffc0"",""pixels"":423},{""hex"":""#e08080"",""pixels"":112},{""hex"":""#ffc080"",""pixels"":88}]",[],[]
arch_roof_gable,gltf,glb/buildings/fantasy_town/roof-gable.glb,1,architecture_surface,architecture,"arch roof gable (architecture); 1.1m x 0.5707m x 1.0707m. Dominant colors: mixed, white/light.","{""x"":1.1,""y"":0.5707,""z"":1.0707}","{""x"":1.1,""y"":0.5707,""z"":1.0707}","{""x"":1.1,""y"":0.5707,""z"":1.0707}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#a0ffff"",""pixels"":10270},{""hex"":""#c0ffff"",""pixels"":7302},{""hex"":""#ffffff"",""pixels"":1220},{""hex"":""#e0e0ff"",""pixels"":938},{""hex"":""#e0ffff"",""pixels"":567},{""hex"":""#80ffff"",""pixels"":308},{""hex"":""#80ffe0"",""pixels"":279},{""hex"":""#60e0c0"",""pixels"":134}]",[],[]
arch_roof_high_gable,gltf,glb/buildings/fantasy_town/roof-high-gable.glb,1,architecture_surface,architecture,arch roof high gable (architecture); 1.1m x 1.1565m x 1.1342m. Dominant colors: orange/gold.,"{""x"":1.1,""y"":1.1565,""z"":1.1342}","{""x"":1.1,""y"":1.1565,""z"":1.1342}","{""x"":1.1,""y"":1.1565,""z"":1.1342}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffa0c0"",""pixels"":25767},{""hex"":""#ff80a0"",""pixels"":1933},{""hex"":""#e08080"",""pixels"":1527},{""hex"":""#e0a080"",""pixels"":1431},{""hex"":""#e08060"",""pixels"":1159},{""hex"":""#ffa080"",""pixels"":1118},{""hex"":""#ffa0a0"",""pixels"":472},{""hex"":""#ffe0e0"",""pixels"":190}]",[],[]
arch_roof_high_point,gltf,glb/buildings/fantasy_town/roof-high-point.glb,1,architecture_surface,architecture,"arch roof high point (architecture); 1.1m x 1m x 1.1m. Dominant colors: orange/gold, white/light, mixed.","{""x"":1.1,""y"":1,""z"":1.1}","{""x"":1.1,""y"":1,""z"":1.1}","{""x"":1.1,""y"":1,""z"":1.1}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffa0c0"",""pixels"":15521},{""hex"":""#ffa0a0"",""pixels"":10305},{""hex"":""#ff80a0"",""pixels"":3154},{""hex"":""#ffc0c0"",""pixels"":309},{""hex"":""#ffe0e0"",""pixels"":62},{""hex"":""#ffe0c0"",""pixels"":24},{""hex"":""#ffc0e0"",""pixels"":15}]",[],[]
arch_roof_high_window,gltf,glb/buildings/fantasy_town/roof-high-window.glb,1,architecture_surface,architecture,arch roof high window (architecture); 1.0707m x 1.1761m x 1m. Dominant colors: orange/gold.,"{""x"":1.0707,""y"":1.1761,""z"":1}","{""x"":1.0707,""y"":1.1761,""z"":1}","{""x"":1.0707,""y"":1.1761,""z"":1}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffa080"",""pixels"":11237},{""hex"":""#ffa0c0"",""pixels"":5283},{""hex"":""#e0a080"",""pixels"":5173},{""hex"":""#e08080"",""pixels"":3674},{""hex"":""#e08060"",""pixels"":1534},{""hex"":""#ffa0a0"",""pixels"":908},{""hex"":""#ffe0a0"",""pixels"":871},{""hex"":""#ffe0c0"",""pixels"":494}]",[],[]
arch_roof_flat,gltf,glb/buildings/fantasy_town/roof-flat.glb,1,architecture_surface,architecture,"arch roof flat (architecture); 1m x 0.1259m x 1m. Dominant colors: mixed, white/light.","{""x"":1,""y"":0.1259,""z"":1}","{""x"":1,""y"":0.1259,""z"":1}","{""x"":1,""y"":0.1259,""z"":1}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#c0ffff"",""pixels"":14041},{""hex"":""#a0ffff"",""pixels"":2498},{""hex"":""#80ffff"",""pixels"":1132},{""hex"":""#80ffe0"",""pixels"":327},{""hex"":""#e0ffe0"",""pixels"":119},{""hex"":""#c0ffe0"",""pixels"":88},{""hex"":""#a0ffe0"",""pixels"":21},{""hex"":""#e0ffff"",""pixels"":11}]",[],[]
arch_roof_window,gltf,glb/buildings/fantasy_town/roof-window.glb,1,architecture_surface,architecture,"arch roof window (architecture); 1.0671m x 0.6483m x 1m. Dominant colors: white/light, mixed.","{""x"":1.0671,""y"":0.6483,""z"":1}","{""x"":1.0671,""y"":0.6483,""z"":1}","{""x"":1.0671,""y"":0.6483,""z"":1}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":9626},{""hex"":""#c0ffff"",""pixels"":6019},{""hex"":""#e0e0ff"",""pixels"":2124},{""hex"":""#e0ffff"",""pixels"":1830},{""hex"":""#a0ffff"",""pixels"":1736},{""hex"":""#ffe0a0"",""pixels"":563},{""hex"":""#80ffff"",""pixels"":538},{""hex"":""#ffa080"",""pixels"":496}]",[],[]
arch_roof_corner,gltf,glb/buildings/fantasy_town/roof-corner.glb,1,architecture_surface,architecture,"arch roof corner (architecture); 1.0671m x 0.6483m x 1.0671m. Dominant colors: mixed, white/light.","{""x"":1.0671,""y"":0.6483,""z"":1.0671}","{""x"":1.0671,""y"":0.6483,""z"":1.0671}","{""x"":1.0671,""y"":0.6483,""z"":1.0671}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#a0ffff"",""pixels"":11965},{""hex"":""#ffffff"",""pixels"":2678},{""hex"":""#c0ffff"",""pixels"":2635},{""hex"":""#e0e0ff"",""pixels"":1583},{""hex"":""#e0ffff"",""pixels"":941},{""hex"":""#80ffe0"",""pixels"":522},{""hex"":""#e0ffe0"",""pixels"":76},{""hex"":""#a0ffe0"",""pixels"":53}]",[],[]
arch_roof_left,gltf,glb/buildings/fantasy_town/roof-left.glb,1,architecture_surface,architecture,"arch roof left (architecture); 1.1342m x 0.7206m x 1m. Dominant colors: white/light, mixed.","{""x"":1.1342,""y"":0.7206,""z"":1}","{""x"":1.1342,""y"":0.7206,""z"":1}","{""x"":1.1342,""y"":0.7206,""z"":1}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":8520},{""hex"":""#a0ffff"",""pixels"":2574},{""hex"":""#e0e0ff"",""pixels"":2014},{""hex"":""#e0ffff"",""pixels"":1747},{""hex"":""#c0ffff"",""pixels"":913},{""hex"":""#ffe0a0"",""pixels"":565},{""hex"":""#ffe0c0"",""pixels"":418},{""hex"":""#ffffc0"",""pixels"":383}]",[],[]
arch_roof_right,gltf,glb/buildings/fantasy_town/roof-right.glb,1,architecture_surface,architecture,"arch roof right (architecture); 1.1342m x 0.7206m x 1m. Dominant colors: white/light, mixed.","{""x"":1.1342,""y"":0.7206,""z"":1}","{""x"":1.1342,""y"":0.7206,""z"":1}","{""x"":1.1342,""y"":0.7206,""z"":1}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#ffffff"",""pixels"":8258},{""hex"":""#e0e0ff"",""pixels"":2014},{""hex"":""#e0ffff"",""pixels"":1718},{""hex"":""#ffe0a0"",""pixels"":1646},{""hex"":""#a0ffff"",""pixels"":1175},{""hex"":""#ffe0c0"",""pixels"":1008},{""hex"":""#ffffc0"",""pixels"":555},{""hex"":""#c0ffff"",""pixels"":555}]",[],[]
arch_chimney,gltf,glb/buildings/fantasy_town/chimney.glb,1,architecture_surface,architecture,"arch chimney (architecture); 0.2119m x 1m x 0.34m. Dominant colors: blue, white/light.","{""x"":0.2119,""y"":1,""z"":0.34}","{""x"":0.2119,""y"":1,""z"":0.34}","{""x"":0.2119,""y"":1,""z"":0.34}","[{""name"":""colormap"",""hex"":""#ffffff""}]","[{""hex"":""#c0c0e0"",""pixels"":3023},{""hex"":""#ffffff"",""pixels"":2530},{""hex"":""#c0e0ff"",""pixels"":1422},{""hex"":""#c0c0ff"",""pixels"":846},{""hex"":""#e0e0ff"",""pixels"":762},{""hex"":""#e0ffff"",""pixels"":620},{""hex"":""#a0c0e0"",""pixels"":165},{""hex"":""#e0e0e0"",""pixels"":123}]",[],[]
